MONTH,DAY_OF_WEEK,FL_DATE,MKT_UNIQUE_CARRIER,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DUP,DISTANCE,WEATHER_DELAY,NAS_DELAY,LATE_AIRCRAFT_DELAY,DIV_AIRPORT_LANDINGS,CRS_ELAPSED_TIME
7,5,7/21/23 0:00,AA,MQ,3402,ORD,SYR,1836,2132,2133.0,1.0,0,0,N,607,,,,0,116.0
7,5,7/21/23 0:00,AA,MQ,3854,ORD,SYR,814,1112,1118.0,6.0,0,0,N,607,,,,0,118.0
7,5,7/21/23 0:00,AA,MQ,3949,ORD,SYR,1315,1606,1554.0,-12.0,0,0,N,607,,,,0,111.0
7,5,7/21/23 0:00,B6,B6,2516,JFK,SYR,2139,2302,2349.0,47.0,0,0,N,209,0.0,16.0,0.0,0,83.0
7,5,7/21/23 0:00,B6,B6,656,MCO,SYR,1649,1935,2152.0,137.0,0,0,N,1053,23.0,7.0,107.0,0,166.0
7,5,7/21/23 0:00,DL,9E,5118,JFK,SYR,1429,1604,1739.0,95.0,0,0,N,209,0.0,0.0,95.0,0,95.0
7,5,7/21/23 0:00,DL,9E,5464,JFK,SYR,2250,26,56.0,30.0,0,0,N,209,0.0,5.0,25.0,0,96.0
7,5,7/21/23 0:00,UA,OO,4802,ORD,SYR,1400,1656,1708.0,12.0,0,0,N,607,,,,0,116.0
7,5,7/21/23 0:00,UA,OO,5574,ORD,SYR,711,1004,949.0,-15.0,0,0,N,607,,,,0,113.0
7,5,7/21/23 0:00,UA,UA,636,ORD,SYR,2105,2359,2358.0,-1.0,0,0,N,607,,,,0,114.0
7,5,7/28/23 0:00,AA,MQ,3402,ORD,SYR,1836,2132,2125.0,-7.0,0,0,N,607,,,,0,116.0
7,5,7/28/23 0:00,AA,MQ,3854,ORD,SYR,814,1112,1246.0,94.0,0,0,N,607,11.0,11.0,72.0,0,118.0
7,5,7/28/23 0:00,AA,MQ,3949,ORD,SYR,1315,1606,1634.0,28.0,0,0,N,607,0.0,0.0,28.0,0,111.0
7,5,7/28/23 0:00,B6,B6,2516,JFK,SYR,2139,2302,23.0,81.0,0,0,N,209,0.0,51.0,0.0,0,83.0
7,5,7/28/23 0:00,B6,B6,656,MCO,SYR,1649,1935,2023.0,48.0,0,0,N,1053,0.0,5.0,4.0,0,166.0
7,5,7/28/23 0:00,DL,9E,5118,JFK,SYR,1429,1604,1545.0,-19.0,0,0,N,209,,,,0,95.0
7,5,7/28/23 0:00,DL,9E,5464,JFK,SYR,2250,26,132.0,66.0,0,0,N,209,0.0,37.0,27.0,0,96.0
7,5,7/28/23 0:00,UA,OO,4802,ORD,SYR,1400,1656,1650.0,-6.0,0,0,N,607,,,,0,116.0
7,5,7/28/23 0:00,UA,OO,5574,ORD,SYR,711,1004,1014.0,10.0,0,0,N,607,,,,0,113.0
7,5,7/28/23 0:00,UA,UA,636,ORD,SYR,2105,2359,345.0,226.0,0,0,N,607,117.0,31.0,78.0,0,114.0
7,6,7/1/23 0:00,AA,MQ,3402,ORD,SYR,2046,2341,43.0,62.0,0,0,N,607,0.0,0.0,42.0,0,115.0
7,6,7/1/23 0:00,AA,MQ,3949,ORD,SYR,1315,1604,1609.0,5.0,0,0,N,607,,,,0,109.0
7,6,7/1/23 0:00,B6,B6,2516,JFK,SYR,2137,2302,49.0,107.0,0,0,N,209,0.0,0.0,38.0,0,85.0
7,6,7/1/23 0:00,B6,B6,656,MCO,SYR,1639,1920,1926.0,6.0,0,0,N,1053,,,,0,161.0
7,6,7/1/23 0:00,DL,9E,5118,JFK,SYR,1359,1523,1518.0,-5.0,0,0,N,209,,,,0,84.0
7,6,7/1/23 0:00,DL,9E,5464,JFK,SYR,2250,21,21.0,0.0,0,0,N,209,,,,0,91.0
7,6,7/1/23 0:00,UA,OO,4802,ORD,SYR,1402,1658,1652.0,-6.0,0,0,N,607,,,,0,116.0
7,6,7/1/23 0:00,UA,OO,5574,ORD,SYR,711,1004,1023.0,19.0,0,0,N,607,0.0,0.0,0.0,0,113.0
7,6,7/1/23 0:00,UA,UA,636,ORD,SYR,2105,2359,154.0,115.0,0,0,N,607,0.0,0.0,19.0,0,114.0
7,6,7/1/23 0:00,WN,WN,775,MCO,SYR,1340,1630,1654.0,24.0,0,0,N,1053,0.0,0.0,0.0,0,170.0
7,6,7/8/23 0:00,AA,MQ,3402,ORD,SYR,1836,2132,2126.0,-6.0,0,0,N,607,,,,0,116.0
7,6,7/8/23 0:00,AA,MQ,3949,ORD,SYR,1315,1606,1547.0,-19.0,0,0,N,607,,,,0,111.0
7,6,7/8/23 0:00,AA,OO,4837,ORD,SYR,815,1114,1052.0,-22.0,0,0,N,607,,,,0,119.0
7,6,7/8/23 0:00,B6,B6,2516,JFK,SYR,2139,2302,38.0,96.0,0,0,N,209,0.0,0.0,67.0,0,83.0
7,6,7/8/23 0:00,B6,B6,656,MCO,SYR,1649,1935,2217.0,162.0,0,0,N,1053,0.0,9.0,45.0,0,166.0
7,6,7/8/23 0:00,DL,9E,5118,JFK,SYR,1359,1523,1510.0,-13.0,0,0,N,209,,,,0,84.0
7,6,7/8/23 0:00,DL,9E,5464,JFK,SYR,2250,21,2356.0,-25.0,0,0,N,209,,,,0,91.0
7,6,7/8/23 0:00,UA,OO,4802,ORD,SYR,1402,1658,1652.0,-6.0,0,0,N,607,,,,0,116.0
7,6,7/8/23 0:00,UA,OO,5574,ORD,SYR,711,1004,1024.0,20.0,0,0,N,607,0.0,0.0,0.0,0,113.0
7,6,7/8/23 0:00,UA,UA,636,ORD,SYR,2105,2359,4.0,5.0,0,0,N,607,,,,0,114.0
7,6,7/8/23 0:00,WN,WN,775,MCO,SYR,1340,1630,1637.0,7.0,0,0,N,1053,,,,0,170.0
7,6,7/15/23 0:00,AA,MQ,3402,ORD,SYR,1836,2132,2125.0,-7.0,0,0,N,607,,,,0,116.0
7,6,7/15/23 0:00,AA,MQ,3949,ORD,SYR,1315,1606,1548.0,-18.0,0,0,N,607,,,,0,111.0
7,6,7/15/23 0:00,AA,OO,4837,ORD,SYR,815,1114,1102.0,-12.0,0,0,N,607,,,,0,119.0
7,6,7/15/23 0:00,B6,B6,2516,JFK,SYR,2139,2302,37.0,95.0,0,0,N,209,0.0,61.0,12.0,0,83.0
7,6,7/15/23 0:00,B6,B6,656,MCO,SYR,1649,1935,2004.0,29.0,0,0,N,1053,0.0,3.0,6.0,0,166.0
7,6,7/15/23 0:00,DL,9E,5118,JFK,SYR,1429,1604,1536.0,-28.0,0,0,N,209,,,,0,95.0
7,6,7/15/23 0:00,DL,9E,5464,JFK,SYR,2250,26,112.0,46.0,0,0,N,209,0.0,0.0,46.0,0,96.0
7,6,7/15/23 0:00,UA,OO,4802,ORD,SYR,1402,1658,1709.0,11.0,0,0,N,607,,,,0,116.0
7,6,7/15/23 0:00,UA,OO,5574,ORD,SYR,711,1004,948.0,-16.0,0,0,N,607,,,,0,113.0
7,6,7/15/23 0:00,UA,UA,636,ORD,SYR,2105,2359,101.0,62.0,0,0,N,607,0.0,0.0,34.0,0,114.0
7,6,7/15/23 0:00,WN,WN,3329,MCO,SYR,1340,1620,1625.0,5.0,0,0,N,1053,,,,0,160.0
7,6,7/22/23 0:00,AA,MQ,3402,ORD,SYR,1836,2132,2143.0,11.0,0,0,N,607,,,,0,116.0
7,6,7/22/23 0:00,AA,MQ,3949,ORD,SYR,1315,1606,1551.0,-15.0,0,0,N,607,,,,0,111.0
7,6,7/22/23 0:00,AA,OO,4837,ORD,SYR,815,1114,1049.0,-25.0,0,0,N,607,,,,0,119.0
7,6,7/22/23 0:00,B6,B6,2516,JFK,SYR,2139,2302,2251.0,-11.0,0,0,N,209,,,,0,83.0
7,6,7/22/23 0:00,B6,B6,656,MCO,SYR,1649,1935,,,1,0,N,1053,,,,0,166.0
7,6,7/22/23 0:00,DL,9E,5118,JFK,SYR,1429,1604,1523.0,-41.0,0,0,N,209,,,,0,95.0
7,6,7/22/23 0:00,DL,9E,5464,JFK,SYR,2250,26,2356.0,-30.0,0,0,N,209,,,,0,96.0
7,6,7/22/23 0:00,UA,OO,4802,ORD,SYR,1402,1658,1704.0,6.0,0,0,N,607,,,,0,116.0
7,6,7/22/23 0:00,UA,OO,5574,ORD,SYR,711,1004,957.0,-7.0,0,0,N,607,,,,0,113.0
7,6,7/22/23 0:00,UA,UA,636,ORD,SYR,2105,2359,46.0,47.0,0,0,N,607,0.0,0.0,46.0,0,114.0
7,6,7/22/23 0:00,WN,WN,3329,MCO,SYR,1340,1620,1555.0,-25.0,0,0,N,1053,,,,0,160.0
7,6,7/29/23 0:00,AA,MQ,3402,ORD,SYR,1836,2132,2132.0,0.0,0,0,N,607,,,,0,116.0
7,6,7/29/23 0:00,AA,MQ,3949,ORD,SYR,1315,1606,1725.0,79.0,0,0,N,607,0.0,79.0,0.0,0,111.0
7,6,7/29/23 0:00,AA,OO,4837,ORD,SYR,815,1114,1122.0,8.0,0,0,N,607,,,,0,119.0
7,6,7/29/23 0:00,B6,B6,2516,JFK,SYR,2139,2302,155.0,173.0,0,0,N,209,0.0,0.0,121.0,0,83.0
7,6,7/29/23 0:00,B6,B6,656,MCO,SYR,1649,1935,2226.0,171.0,0,0,N,1053,0.0,73.0,98.0,0,166.0
7,6,7/29/23 0:00,DL,9E,5118,JFK,SYR,1429,1604,1557.0,-7.0,0,0,N,209,,,,0,95.0
7,6,7/29/23 0:00,DL,9E,5464,JFK,SYR,2250,26,,,1,0,N,209,,,,0,96.0
7,6,7/29/23 0:00,UA,OO,4802,ORD,SYR,1402,1658,1739.0,41.0,0,0,N,607,0.0,0.0,41.0,0,116.0
7,6,7/29/23 0:00,UA,OO,5574,ORD,SYR,711,1004,1103.0,59.0,0,0,N,607,0.0,0.0,59.0,0,113.0
7,6,7/29/23 0:00,UA,UA,636,ORD,SYR,2105,2359,48.0,49.0,0,0,N,607,0.0,0.0,0.0,0,114.0
7,6,7/29/23 0:00,WN,WN,3329,MCO,SYR,1340,1620,1704.0,44.0,0,0,N,1053,0.0,0.0,12.0,0,160.0
7,7,7/2/23 0:00,AA,MQ,3402,ORD,SYR,1939,2228,2322.0,54.0,0,0,N,607,54.0,0.0,0.0,0,109.0
7,7,7/2/23 0:00,AA,MQ,3949,ORD,SYR,1315,1604,1604.0,0.0,0,0,N,607,,,,0,109.0
7,7,7/2/23 0:00,B6,B6,2516,JFK,SYR,2137,2302,214.0,192.0,0,0,N,209,0.0,192.0,0.0,0,85.0
7,7,7/2/23 0:00,B6,B6,656,MCO,SYR,1639,1920,1901.0,-19.0,0,0,N,1053,,,,0,161.0
7,7,7/2/23 0:00,DL,9E,5118,JFK,SYR,1359,1523,1503.0,-20.0,0,0,N,209,,,,0,84.0
7,7,7/2/23 0:00,DL,9E,5464,JFK,SYR,2250,21,26.0,5.0,0,0,N,209,,,,0,91.0
7,7,7/2/23 0:00,UA,OO,4802,ORD,SYR,1400,1656,1740.0,44.0,0,0,N,607,0.0,0.0,44.0,0,116.0
7,7,7/2/23 0:00,UA,UA,636,ORD,SYR,2105,2359,1.0,2.0,0,0,N,607,,,,0,114.0
7,7,7/9/23 0:00,AA,MQ,3402,ORD,SYR,1836,2132,2141.0,9.0,0,0,N,607,,,,0,116.0
7,7,7/9/23 0:00,AA,MQ,3854,ORD,SYR,814,1112,1112.0,0.0,0,0,N,607,,,,0,118.0
7,7,7/9/23 0:00,AA,MQ,3949,ORD,SYR,1315,1606,1554.0,-12.0,0,0,N,607,,,,0,111.0
7,7,7/9/23 0:00,B6,B6,2516,JFK,SYR,2139,2302,333.0,271.0,0,0,N,209,0.0,0.0,0.0,0,83.0
7,7,7/9/23 0:00,B6,B6,656,MCO,SYR,1649,1935,2202.0,147.0,0,0,N,1053,0.0,0.0,0.0,0,166.0
7,7,7/9/23 0:00,DL,9E,5118,JFK,SYR,1359,1523,,,1,0,N,209,,,,0,84.0
7,7,7/9/23 0:00,DL,9E,5464,JFK,SYR,2250,21,,,1,0,N,209,,,,0,91.0
7,7,7/9/23 0:00,UA,OO,4802,ORD,SYR,1400,1656,1655.0,-1.0,0,0,N,607,,,,0,116.0
7,7,7/9/23 0:00,UA,OO,5574,ORD,SYR,711,1004,1005.0,1.0,0,0,N,607,,,,0,113.0
7,7,7/9/23 0:00,UA,UA,636,ORD,SYR,2105,2359,3.0,4.0,0,0,N,607,,,,0,114.0
7,7,7/16/23 0:00,AA,MQ,3402,ORD,SYR,1836,2132,2125.0,-7.0,0,0,N,607,,,,0,116.0
7,7,7/16/23 0:00,AA,MQ,3854,ORD,SYR,814,1112,1049.0,-23.0,0,0,N,607,,,,0,118.0
7,7,7/16/23 0:00,AA,MQ,3949,ORD,SYR,1315,1606,1612.0,6.0,0,0,N,607,,,,0,111.0
7,7,7/16/23 0:00,B6,B6,2516,JFK,SYR,2139,2302,,,1,0,N,209,,,,0,83.0
7,7,7/16/23 0:00,B6,B6,656,MCO,SYR,1649,1935,,,1,0,N,1053,,,,0,166.0
7,7,7/16/23 0:00,DL,9E,5118,JFK,SYR,1429,1604,1658.0,54.0,0,0,N,209,34.0,20.0,0.0,0,95.0
7,7,7/16/23 0:00,DL,9E,5401,JFK,SYR,2250,26,,,1,0,N,209,,,,0,96.0
7,7,7/16/23 0:00,UA,OO,4802,ORD,SYR,1400,1656,1706.0,10.0,0,0,N,607,,,,0,116.0
7,7,7/16/23 0:00,UA,OO,5574,ORD,SYR,711,1004,1003.0,-1.0,0,0,N,607,,,,0,113.0
7,7,7/16/23 0:00,UA,UA,636,ORD,SYR,2105,2359,2353.0,-6.0,0,0,N,607,,,,0,114.0
7,7,7/23/23 0:00,AA,MQ,3402,ORD,SYR,1836,2132,2129.0,-3.0,0,0,N,607,,,,0,116.0
7,7,7/23/23 0:00,AA,MQ,3854,ORD,SYR,814,1112,1118.0,6.0,0,0,N,607,,,,0,118.0
7,7,7/23/23 0:00,AA,MQ,3949,ORD,SYR,1315,1606,1608.0,2.0,0,0,N,607,,,,0,111.0
7,7,7/23/23 0:00,B6,B6,2516,JFK,SYR,2139,2302,8.0,66.0,0,0,N,209,0.0,0.0,57.0,0,83.0
7,7,7/23/23 0:00,B6,B6,656,MCO,SYR,1649,1935,207.0,392.0,0,0,N,1053,0.0,0.0,374.0,0,166.0
7,7,7/23/23 0:00,DL,9E,5118,JFK,SYR,1429,1604,1537.0,-27.0,0,0,N,209,,,,0,95.0
7,7,7/23/23 0:00,DL,9E,5401,JFK,SYR,2250,26,100.0,34.0,0,0,N,209,0.0,0.0,34.0,0,96.0
7,7,7/23/23 0:00,UA,OO,4802,ORD,SYR,1400,1656,1710.0,14.0,0,0,N,607,,,,0,116.0
7,7,7/23/23 0:00,UA,OO,5574,ORD,SYR,711,1004,1008.0,4.0,0,0,N,607,,,,0,113.0
7,7,7/23/23 0:00,UA,UA,636,ORD,SYR,2105,2359,119.0,80.0,0,0,N,607,0.0,0.0,0.0,0,114.0
7,7,7/30/23 0:00,AA,MQ,3402,ORD,SYR,1836,2132,2111.0,-21.0,0,0,N,607,,,,0,116.0
7,7,7/30/23 0:00,AA,MQ,3854,ORD,SYR,814,1112,1052.0,-20.0,0,0,N,607,,,,0,118.0
7,7,7/30/23 0:00,AA,MQ,3949,ORD,SYR,1315,1606,1628.0,22.0,0,0,N,607,0.0,0.0,22.0,0,111.0
7,7,7/30/23 0:00,B6,B6,2516,JFK,SYR,2139,2302,2307.0,5.0,0,0,N,209,,,,0,83.0
7,7,7/30/23 0:00,B6,B6,656,MCO,SYR,1649,1935,2005.0,30.0,0,0,N,1053,0.0,21.0,0.0,0,166.0
7,7,7/30/23 0:00,DL,9E,5118,JFK,SYR,1429,1604,1531.0,-33.0,0,0,N,209,,,,0,95.0
7,7,7/30/23 0:00,DL,9E,5401,JFK,SYR,2250,26,57.0,31.0,0,0,N,209,0.0,31.0,0.0,0,96.0
7,7,7/30/23 0:00,UA,OO,4802,ORD,SYR,1400,1656,1642.0,-14.0,0,0,N,607,,,,0,116.0
7,7,7/30/23 0:00,UA,OO,5574,ORD,SYR,711,1004,1120.0,76.0,0,0,N,607,0.0,0.0,0.0,0,113.0
7,7,7/30/23 0:00,UA,UA,636,ORD,SYR,2105,2359,14.0,15.0,0,0,N,607,0.0,0.0,11.0,0,114.0
9,1,9/4/23 0:00,AA,MQ,3324,ORD,SYR,2025,2321,32.0,71.0,0,0,N,607,0.0,0.0,71.0,0,116.0
9,1,9/4/23 0:00,AA,MQ,3854,ORD,SYR,815,1107,1058.0,-9.0,0,0,N,607,,,,0,112.0
9,1,9/4/23 0:00,AA,MQ,4203,ORD,SYR,1319,1611,1622.0,11.0,0,0,N,607,,,,0,112.0
9,1,9/4/23 0:00,B6,B6,2516,JFK,SYR,2140,2303,2251.0,-12.0,0,0,N,209,,,,0,83.0
9,1,9/4/23 0:00,B6,B6,656,MCO,SYR,1646,1932,1916.0,-16.0,0,0,N,1053,,,,0,166.0
9,1,9/4/23 0:00,DL,9E,5118,JFK,SYR,1429,1603,1534.0,-29.0,0,0,N,209,,,,0,94.0
9,1,9/4/23 0:00,DL,9E,5464,JFK,SYR,2250,25,33.0,8.0,0,0,N,209,,,,0,95.0
9,1,9/4/23 0:00,UA,OO,5574,ORD,SYR,711,1004,1014.0,10.0,0,0,N,607,,,,0,113.0
9,1,9/4/23 0:00,UA,UA,210,ORD,SYR,1820,2114,2110.0,-4.0,0,0,N,607,,,,0,114.0
9,1,9/4/23 0:00,UA,UA,2637,ORD,SYR,1355,1645,1653.0,8.0,0,0,N,607,,,,0,110.0
9,1,9/11/23 0:00,AA,MQ,3324,ORD,SYR,1855,2154,2157.0,3.0,0,0,N,607,,,,0,119.0
9,1,9/11/23 0:00,AA,MQ,3854,ORD,SYR,820,1114,1118.0,4.0,0,0,N,607,,,,0,114.0
9,1,9/11/23 0:00,AA,MQ,4203,ORD,SYR,1321,1609,1607.0,-2.0,0,0,N,607,,,,0,108.0
9,1,9/11/23 0:00,B6,B6,2516,JFK,SYR,2155,2315,,,1,0,N,209,,,,0,80.0
9,1,9/11/23 0:00,B6,B6,656,MCO,SYR,807,1050,1045.0,-5.0,0,0,N,1053,,,,0,163.0
9,1,9/11/23 0:00,DL,9E,4988,JFK,SYR,2300,23,,,1,0,N,209,,,,0,83.0
9,1,9/11/23 0:00,DL,9E,5325,JFK,SYR,1520,1651,1942.0,171.0,0,0,N,209,0.0,129.0,0.0,0,91.0
9,1,9/11/23 0:00,UA,OO,5474,ORD,SYR,900,1155,1157.0,2.0,0,0,N,607,,,,0,115.0
9,1,9/11/23 0:00,UA,UA,1693,ORD,SYR,1355,1644,1654.0,10.0,0,0,N,607,,,,0,109.0
9,1,9/11/23 0:00,UA,UA,538,ORD,SYR,1800,2048,2127.0,39.0,0,0,N,607,0.0,4.0,0.0,0,108.0
9,1,9/18/23 0:00,AA,MQ,3324,ORD,SYR,1855,2154,2143.0,-11.0,0,0,N,607,,,,0,119.0
9,1,9/18/23 0:00,AA,MQ,3854,ORD,SYR,820,1114,1100.0,-14.0,0,0,N,607,,,,0,114.0
9,1,9/18/23 0:00,AA,MQ,4203,ORD,SYR,1321,1609,1557.0,-12.0,0,0,N,607,,,,0,108.0
9,1,9/18/23 0:00,B6,B6,116,JFK,SYR,1330,1439,1449.0,10.0,0,0,N,209,,,,0,69.0
9,1,9/18/23 0:00,B6,B6,2516,JFK,SYR,2155,2315,2304.0,-11.0,0,0,N,209,,,,0,80.0
9,1,9/18/23 0:00,B6,B6,656,MCO,SYR,807,1050,1046.0,-4.0,0,0,N,1053,,,,0,163.0
9,1,9/18/23 0:00,DL,9E,4988,JFK,SYR,2233,2359,22.0,23.0,0,0,N,209,0.0,10.0,13.0,0,86.0
9,1,9/18/23 0:00,DL,9E,5175,JFK,SYR,1520,1651,1629.0,-22.0,0,0,N,209,,,,0,91.0
9,1,9/18/23 0:00,DL,9E,5183,JFK,SYR,1059,1214,1208.0,-6.0,0,0,N,209,,,,0,75.0
9,1,9/18/23 0:00,UA,OO,5474,ORD,SYR,900,1155,1202.0,7.0,0,0,N,607,,,,0,115.0
9,1,9/18/23 0:00,UA,UA,1693,ORD,SYR,1355,1644,1641.0,-3.0,0,0,N,607,,,,0,109.0
9,1,9/18/23 0:00,UA,UA,538,ORD,SYR,1809,2057,2046.0,-11.0,0,0,N,607,,,,0,108.0
9,1,9/25/23 0:00,AA,MQ,3324,ORD,SYR,1855,2154,2153.0,-1.0,0,0,N,607,,,,0,119.0
9,1,9/25/23 0:00,AA,MQ,3854,ORD,SYR,820,1114,1120.0,6.0,0,0,N,607,,,,0,114.0
9,1,9/25/23 0:00,AA,MQ,4203,ORD,SYR,1321,1609,1603.0,-6.0,0,0,N,607,,,,0,108.0
9,1,9/25/23 0:00,B6,B6,116,JFK,SYR,1330,1439,1431.0,-8.0,0,0,N,209,,,,0,69.0
9,1,9/25/23 0:00,B6,B6,2516,JFK,SYR,2155,2315,44.0,89.0,0,0,N,209,0.0,3.0,79.0,0,80.0
9,1,9/25/23 0:00,B6,B6,656,MCO,SYR,807,1050,1053.0,3.0,0,0,N,1053,,,,0,163.0
9,1,9/25/23 0:00,DL,9E,4988,JFK,SYR,2233,2359,151.0,112.0,0,0,N,209,0.0,5.0,107.0,0,86.0
9,1,9/25/23 0:00,DL,9E,5175,JFK,SYR,1520,1651,1641.0,-10.0,0,0,N,209,,,,0,91.0
9,1,9/25/23 0:00,DL,9E,5183,JFK,SYR,1059,1214,1212.0,-2.0,0,0,N,209,,,,0,75.0
9,1,9/25/23 0:00,UA,OO,5474,ORD,SYR,900,1155,1214.0,19.0,0,0,N,607,0.0,0.0,0.0,0,115.0
9,1,9/25/23 0:00,UA,UA,1693,ORD,SYR,1355,1644,1701.0,17.0,0,0,N,607,0.0,0.0,0.0,0,109.0
9,1,9/25/23 0:00,UA,UA,538,ORD,SYR,1809,2057,2106.0,9.0,0,0,N,607,,,,0,108.0
9,2,9/5/23 0:00,AA,MQ,3324,ORD,SYR,2025,2321,2347.0,26.0,0,0,N,607,0.0,23.0,0.0,0,116.0
9,2,9/5/23 0:00,AA,MQ,4203,ORD,SYR,1319,1611,1556.0,-15.0,0,0,N,607,,,,0,112.0
9,2,9/5/23 0:00,AA,OO,4996,ORD,SYR,820,1113,1104.0,-9.0,0,0,N,607,,,,0,113.0
9,2,9/5/23 0:00,B6,B6,2516,JFK,SYR,2200,2323,2308.0,-15.0,0,0,N,209,,,,0,83.0
9,2,9/5/23 0:00,B6,B6,656,MCO,SYR,1646,1932,1925.0,-7.0,0,0,N,1053,,,,0,166.0
9,2,9/5/23 0:00,DL,9E,4988,JFK,SYR,2300,23,23.0,0.0,0,0,N,209,,,,0,83.0
9,2,9/5/23 0:00,DL,9E,5325,JFK,SYR,1520,1651,1622.0,-29.0,0,0,N,209,,,,0,91.0
9,2,9/5/23 0:00,UA,OO,5474,ORD,SYR,847,1144,1138.0,-6.0,0,0,N,607,,,,0,117.0
9,2,9/5/23 0:00,UA,UA,1693,ORD,SYR,1355,1644,1734.0,50.0,0,0,N,607,0.0,0.0,0.0,0,109.0
9,2,9/5/23 0:00,UA,UA,538,ORD,SYR,1800,2048,2056.0,8.0,0,0,N,607,,,,0,108.0
9,2,9/12/23 0:00,AA,MQ,3324,ORD,SYR,1855,2154,2223.0,29.0,0,0,N,607,0.0,0.0,29.0,0,119.0
9,2,9/12/23 0:00,AA,MQ,4203,ORD,SYR,1321,1609,1604.0,-5.0,0,0,N,607,,,,0,108.0
9,2,9/12/23 0:00,B6,B6,2516,JFK,SYR,2155,2315,2316.0,1.0,0,0,N,209,,,,0,80.0
9,2,9/12/23 0:00,DL,9E,4988,JFK,SYR,2300,23,49.0,26.0,0,0,N,209,0.0,0.0,0.0,0,83.0
9,2,9/12/23 0:00,DL,9E,5325,JFK,SYR,1520,1651,1634.0,-17.0,0,0,N,209,,,,0,91.0
9,2,9/12/23 0:00,UA,OO,5474,ORD,SYR,900,1155,1146.0,-9.0,0,0,N,607,,,,0,115.0
9,2,9/12/23 0:00,UA,UA,1693,ORD,SYR,1355,1644,1640.0,-4.0,0,0,N,607,,,,0,109.0
9,2,9/12/23 0:00,UA,UA,538,ORD,SYR,1800,2048,2036.0,-12.0,0,0,N,607,,,,0,108.0
9,2,9/19/23 0:00,AA,MQ,3324,ORD,SYR,1855,2154,2152.0,-2.0,0,0,N,607,,,,0,119.0
9,2,9/19/23 0:00,AA,MQ,4203,ORD,SYR,1321,1609,1554.0,-15.0,0,0,N,607,,,,0,108.0
9,2,9/19/23 0:00,B6,B6,116,JFK,SYR,1330,1439,1459.0,20.0,0,0,N,209,0.0,19.0,0.0,0,69.0
9,2,9/19/23 0:00,B6,B6,2516,JFK,SYR,2155,2315,2318.0,3.0,0,0,N,209,,,,0,80.0
9,2,9/19/23 0:00,DL,9E,4988,JFK,SYR,2233,2359,2344.0,-15.0,0,0,N,209,,,,0,86.0
9,2,9/19/23 0:00,DL,9E,5175,JFK,SYR,1520,1651,1624.0,-27.0,0,0,N,209,,,,0,91.0
9,2,9/19/23 0:00,DL,9E,5183,JFK,SYR,1059,1214,1213.0,-1.0,0,0,N,209,,,,0,75.0
9,2,9/19/23 0:00,UA,OO,5474,ORD,SYR,900,1155,1220.0,25.0,0,0,N,607,0.0,0.0,0.0,0,115.0
9,2,9/19/23 0:00,UA,UA,1693,ORD,SYR,1355,1644,1649.0,5.0,0,0,N,607,,,,0,109.0
9,2,9/19/23 0:00,UA,UA,538,ORD,SYR,1809,2057,2120.0,23.0,0,0,N,607,0.0,23.0,0.0,0,108.0
9,2,9/26/23 0:00,AA,MQ,3324,ORD,SYR,1855,2154,2203.0,9.0,0,0,N,607,,,,0,119.0
9,2,9/26/23 0:00,AA,MQ,4203,ORD,SYR,1321,1609,1614.0,5.0,0,0,N,607,,,,0,108.0
9,2,9/26/23 0:00,B6,B6,116,JFK,SYR,1330,1439,1433.0,-6.0,0,0,N,209,,,,0,69.0
9,2,9/26/23 0:00,B6,B6,2516,JFK,SYR,2155,2315,2328.0,13.0,0,0,N,209,,,,0,80.0
9,2,9/26/23 0:00,DL,9E,4988,JFK,SYR,2233,2359,2340.0,-19.0,0,0,N,209,,,,0,86.0
9,2,9/26/23 0:00,DL,9E,5175,JFK,SYR,1520,1651,1840.0,109.0,0,0,N,209,0.0,0.0,67.0,0,91.0
9,2,9/26/23 0:00,DL,9E,5183,JFK,SYR,1059,1214,1203.0,-11.0,0,0,N,209,,,,0,75.0
9,2,9/26/23 0:00,UA,OO,5474,ORD,SYR,900,1155,1202.0,7.0,0,0,N,607,,,,0,115.0
9,2,9/26/23 0:00,UA,UA,1693,ORD,SYR,1355,1644,1731.0,47.0,0,0,N,607,0.0,0.0,42.0,0,109.0
9,2,9/26/23 0:00,UA,UA,538,ORD,SYR,1809,2057,2048.0,-9.0,0,0,N,607,,,,0,108.0
9,3,9/6/23 0:00,AA,MQ,3324,ORD,SYR,1855,2154,2156.0,2.0,0,0,N,607,,,,0,119.0
9,3,9/6/23 0:00,AA,MQ,4203,ORD,SYR,1321,1609,1604.0,-5.0,0,0,N,607,,,,0,108.0
9,3,9/6/23 0:00,B6,B6,2516,JFK,SYR,2155,2315,2257.0,-18.0,0,0,N,209,,,,0,80.0
9,3,9/6/23 0:00,DL,9E,4988,JFK,SYR,2300,23,27.0,4.0,0,0,N,209,,,,0,83.0
9,3,9/6/23 0:00,DL,9E,5325,JFK,SYR,1520,1651,1628.0,-23.0,0,0,N,209,,,,0,91.0
9,3,9/6/23 0:00,UA,OO,5474,ORD,SYR,900,1155,1328.0,93.0,0,0,N,607,0.0,0.0,0.0,0,115.0
